match_id,league,country,season,date,home_team,away_team,home_team_goal,away_team_goal
154,La Liga,Spain,2018/2019,2019-03-13,Athletic Bilbao,Real Madrid,1,3
155,La Liga,Spain,2018/2019,2019-04-22,Athletic Bilbao,Barcelona,2,0
156,La Liga,Spain,2018/2019,2019-03-20,Athletic Bilbao,Atletico Madrid,3,1
157,La Liga,Spain,2018/2019,2018-10-01,Athletic Bilbao,Sevilla,0,0
158,La Liga,Spain,2018/2019,2018-12-05,Athletic Bilbao,Valencia,3,2
159,La Liga,Spain,2018/2019,2018-11-24,Athletic Bilbao,Villarreal,1,1
160,La Liga,Spain,2018/2019,2018-09-02,Athletic Bilbao,Real Sociedad,2,2
161,La Liga,Spain,2018/2019,2019-01-21,Athletic Bilbao,Real Betis,2,2
162,La Liga,Spain,2018/2019,2018-08-11,Athletic Bilbao,Getafe,0,2
163,La Liga,Spain,2018/2019,2018-11-26,Real Betis,Real Madrid,2,1
164,La Liga,Spain,2018/2019,2018-11-21,Real Betis,Barcelona,1,3
165,La Liga,Spain,2018/2019,2018-08-04,Real Betis,Atletico Madrid,1,1
166,La Liga,Spain,2018/2019,2018-09-06,Real Betis,Sevilla,2,0
167,La Liga,Spain,2018/2019,2018-08-31,Real Betis,Valencia,4,0
168,La Liga,Spain,2018/2019,2018-11-26,Real Betis,Villarreal,1,2
169,La Liga,Spain,2018/2019,2018-09-04,Real Betis,Real Sociedad,2,1
170,La Liga,Spain,2018/2019,2018-08-17,Real Betis,Athletic Bilbao,1,4
171,La Liga,Spain,2018/2019,2019-01-17,Real Betis,Getafe,1,2
172,La Liga,Spain,2018/2019,2018-09-06,Getafe,Real Madrid,4,2
173,La Liga,Spain,2018/2019,2019-04-21,Getafe,Barcelona,4,0
174,La Liga,Spain,2018/2019,2018-11-30,Getafe,Atletico Madrid,2,1
175,La Liga,Spain,2018/2019,2018-12-21,Getafe,Sevilla,2,1
176,La Liga,Spain,2018/2019,2019-04-06,Getafe,Valencia,1,1
177,La Liga,Spain,2018/2019,2018-11-18,Getafe,Villarreal,0,1
178,La Liga,Spain,2018/2019,2018-10-07,Getafe,Real Sociedad,2,1
179,La Liga,Spain,2018/2019,2019-03-31,Getafe,Athletic Bilbao,1,1
180,La Liga,Spain,2018/2019,2018-12-03,Getafe,Real Betis,1,2
181,Serie A,Italy,2018/2019,2019-03-31,Juventus,AC Milan,0,1
182,Serie A,Italy,2018/2019,2019-02-25,Juventus,Inter Milan,1,0
183,Serie A,Italy,2018/2019,2018-11-06,Juventus,Roma,0,1
184,Serie A,Italy,2018/2019,2018-09-18,Juventus,Napoli,0,2
185,Serie A,Italy,2018/2019,2018-09-19,Juventus,Lazio,1,1
186,Serie A,Italy,2018/2019,2019-03-09,Juventus,Atalanta,0,3
187,Serie A,Italy,2018/2019,2019-01-29,Juventus,Fiorentina,2,0
188,Serie A,Italy,2018/2019,2019-03-05,Juventus,Torino,2,0
189,Serie A,Italy,2018/2019,2019-02-27,Juventus,Sassuolo,1,0
190,Serie A,Italy,2018/2019,2019-03-28,AC Milan,Juventus,0,1
191,Serie A,Italy,2018/2019,2018-08-28,AC Milan,Inter Milan,1,0
192,Serie A,Italy,2018/2019,2018-09-20,AC Milan,Roma,1,2
193,Serie A,Italy,2018/2019,2018-09-01,AC Milan,Napoli,1,0
194,Serie A,Italy,2018/2019,2019-02-23,AC Milan,Lazio,1,0
195,Serie A,Italy,2018/2019,2019-01-21,AC Milan,Atalanta,0,0
196,Serie A,Italy,2018/2019,2018-09-25,AC Milan,Fiorentina,0,1
197,Serie A,Italy,2018/2019,2018-12-06,AC Milan,Torino,3,1
198,Serie A,Italy,2018/2019,2018-11-07,AC Milan,Sassuolo,1,1
199,Serie A,Italy,2018/2019,2018-11-06,Inter Milan,Juventus,1,2
200,Serie A,Italy,2018/2019,2019-03-18,Inter Milan,AC Milan,4,0
201,Serie A,Italy,2018/2019,2018-10-11,Inter Milan,Roma,1,1
202,Serie A,Italy,2018/2019,2019-03-05,Inter Milan,Napoli,0,3
203,Serie A,Italy,2018/2019,2018-11-02,Inter Milan,Lazio,1,1
204,Serie A,Italy,2018/2019,2018-12-21,Inter Milan,Atalanta,1,2
205,Serie A,Italy,2018/2019,2019-03-25,Inter Milan,Fiorentina,0,0
206,Serie A,Italy,2018/2019,2018-12-06,Inter Milan,Torino,0,3
207,Serie A,Italy,2018/2019,2018-09-08,Inter Milan,Sassuolo,1,2
208,Serie A,Italy,2018/2019,2019-03-15,Roma,Juventus,1,0
209,Serie A,Italy,2018/2019,2018-09-20,Roma,AC Milan,1,1
210,Serie A,Italy,2018/2019,2018-08-26,Roma,Inter Milan,1,1
211,Serie A,Italy,2018/2019,2018-08-08,Roma,Napoli,1,2
212,Serie A,Italy,2018/2019,2018-09-17,Roma,Lazio,1,0
213,Serie A,Italy,2018/2019,2018-11-30,Roma,Atalanta,1,0
214,Serie A,Italy,2018/2019,2018-10-25,Roma,Fiorentina,2,1
215,Serie A,Italy,2018/2019,2019-02-25,Roma,Torino,0,2
216,Serie A,Italy,2018/2019,2019-04-06,Roma,Sassuolo,1,3
217,Serie A,Italy,2018/2019,2019-04-04,Napoli,Juventus,1,0
218,Serie A,Italy,2018/2019,2018-11-18,Napoli,AC Milan,1,2
219,Serie A,Italy,2018/2019,2019-02-22,Napoli,Inter Milan,4,2
220,Serie A,Italy,2018/2019,2018-08-31,Napoli,Roma,1,2
221,Serie A,Italy,2018/2019,2018-10-24,Napoli,Lazio,2,2
222,Serie A,Italy,2018/2019,2019-02-11,Napoli,Atalanta,1,5
223,Serie A,Italy,2018/2019,2018-08-02,Napoli,Fiorentina,2,1
224,Serie A,Italy,2018/2019,2019-02-16,Napoli,Torino,0,0
225,Serie A,Italy,2018/2019,2018-12-14,Napoli,Sassuolo,2,0
226,Serie A,Italy,2018/2019,2019-03-21,Lazio,Juventus,1,1
227,Serie A,Italy,2018/2019,2018-12-25,Lazio,AC Milan,3,0
228,Serie A,Italy,2018/2019,2019-03-05,Lazio,Inter Milan,1,5
229,Serie A,Italy,2018/2019,2019-04-07,Lazio,Roma,2,4
230,Serie A,Italy,2018/2019,2018-10-19,Lazio,Napoli,2,0
231,Serie A,Italy,2018/2019,2018-11-06,Lazio,Atalanta,1,0
232,Serie A,Italy,2018/2019,2018-12-30,Lazio,Fiorentina,1,0
233,Serie A,Italy,2018/2019,2018-11-20,Lazio,Torino,2,1
234,Serie A,Italy,2018/2019,2018-08-30,Lazio,Sassuolo,2,3
235,Serie A,Italy,2018/2019,2018-09-01,Atalanta,Juventus,1,1
236,Serie A,Italy,2018/2019,2019-01-08,Atalanta,AC Milan,3,0
237,Serie A,Italy,2018/2019,2018-08-30,Atalanta,Inter Milan,0,0
238,Serie A,Italy,2018/2019,2018-08-26,Atalanta,Roma,0,1
239,Serie A,Italy,2018/2019,2019-04-02,Atalanta,Napoli,0,4
240,Serie A,Italy,2018/2019,2019-04-15,Atalanta,Lazio,2,0
241,Serie A,Italy,2018/2019,2018-10-20,Atalanta,Fiorentina,1,0
242,Serie A,Italy,2018/2019,2018-08-30,Atalanta,Torino,2,0
243,Serie A,Italy,2018/2019,2019-04-18,Atalanta,Sassuolo,2,5
244,Serie A,Italy,2018/2019,2018-09-11,Fiorentina,Juventus,0,1
245,Serie A,Italy,2018/2019,2018-11-04,Fiorentina,AC Milan,1,1
246,Serie A,Italy,2018/2019,2018-09-05,Fiorentina,Inter Milan,0,1
247,Serie A,Italy,2018/2019,2018-09-04,Fiorentina,Roma,2,2
248,Serie A,Italy,2018/2019,2018-11-29,Fiorentina,Napoli,2,5
249,Serie A,Italy,2018/2019,2019-02-23,Fiorentina,Lazio,4,0
250,Serie A,Italy,2018/2019,2018-10-01,Fiorentina,Atalanta,2,1
251,Serie A,Italy,2018/2019,2018-12-05,Fiorentina,Torino,2,3
252,Serie A,Italy,2018/2019,2018-08-21,Fiorentina,Sassuolo,1,2
253,Serie A,Italy,2018/2019,2018-09-11,Torino,Juventus,3,3
254,Serie A,Italy,2018/2019,2019-03-03,Torino,AC Milan,2,2
255,Serie A,Italy,2018/2019,2019-04-25,Torino,Inter Milan,1,0
256,Serie A,Italy,2018/2019,2019-01-09,Torino,Roma,1,1
257,Serie A,Italy,2018/2019,2018-12-12,Torino,Napoli,4,1
258,Serie A,Italy,2018/2019,2018-11-13,Torino,Lazio,0,1
259,Serie A,Italy,2018/2019,2019-01-08,Torino,Atalanta,3,2
260,Serie A,Italy,2018/2019,2018-12-01,Torino,Fiorentina,0,2
261,Serie A,Italy,2018/2019,2018-12-14,Torino,Sassuolo,0,2
262,Serie A,Italy,2018/2019,2019-02-19,Sassuolo,Juventus,1,2
263,Serie A,Italy,2018/2019,2018-10-07,Sassuolo,AC Milan,2,3
264,Serie A,Italy,2018/2019,2019-01-01,Sassuolo,Inter Milan,0,0
265,Serie A,Italy,2018/2019,2019-03-23,Sassuolo,Roma,2,2
266,Serie A,Italy,2018/2019,2019-01-09,Sassuolo,Napoli,5,0
267,Serie A,Italy,2018/2019,2018-09-07,Sassuolo,Lazio,0,3
268,Serie A,Italy,2018/2019,2018-08-05,Sassuolo,Atalanta,0,0
269,Serie A,Italy,2018/2019,2019-03-23,Sassuolo,Fiorentina,2,1
270,Serie A,Italy,2018/2019,2018-09-21,Sassuolo,Torino,1,1
271,Bundesliga,Germany,2018/2019,2018-09-07,Bayern Munich,Borussia Dortmund,1,0
272,Bundesliga,Germany,2018/2019,2018-11-18,Bayern Munich,RB Leipzig,1,1
273,Bundesliga,Germany,2018/2019,2019-04-17,Bayern Munich,Bayer Leverkusen,3,1
274,Bundesliga,Germany,2018/2019,2018-12-14,Bayern Munich,Wolfsburg,2,2
275,Bundesliga,Germany,2018/2019,2018-10-07,Bayern Munich,Eintracht Frankfurt,1,1
276,Bundesliga,Germany,2018/2019,2019-01-26,Bayern Munich,Borussia Monchengladbach,0,1
277,Bundesliga,Germany,2018/2019,2018-09-05,Bayern Munich,Stuttgart,0,1
278,Bundesliga,Germany,2018/2019,2018-12-04,Bayern Munich,Hoffenheim,3,0
279,Bundesliga,Germany,2018/2019,2019-02-06,Bayern Munich,Mainz,0,2
280,Bundesliga,Germany,2018/2019,2018-12-24,Borussia Dortmund,Bayern Munich,1,3
281,Bundesliga,Germany,2018/2019,2018-10-20,Borussia Dortmund,RB Leipzig,2,0
282,Bundesliga,Germany,2018/2019,2019-03-13,Borussia Dortmund,Bayer Leverkusen,3,2
283,Bundesliga,Germany,2018/2019,2019-01-02,Borussia Dortmund,Wolfsburg,0,0
284,Bundesliga,Germany,2018/2019,2019-04-28,Borussia Dortmund,Eintracht Frankfurt,1,1
285,Bundesliga,Germany,2018/2019,2018-08-05,Borussia Dortmund,Borussia Monchengladbach,2,2
286,Bundesliga,Germany,2018/2019,2019-01-01,Borussia Dortmund,Stuttgart,2,3
287,Bundesliga,Germany,2018/2019,2018-09-23,Borussia Dortmund,Hoffenheim,1,0
288,Bundesliga,Germany,2018/2019,2018-10-08,Borussia Dortmund,Mainz,1,3
289,Bundesliga,Germany,2018/2019,2018-12-14,RB Leipzig,Bayern Munich,1,1
290,Bundesliga,Germany,2018/2019,2018-09-29,RB Leipzig,Borussia Dortmund,2,3
291,Bundesliga,Germany,2018/2019,2018-09-24,RB Leipzig,Bayer Leverkusen,1,2
292,Bundesliga,Germany,2018/2019,2018-10-19,RB Leipzig,Wolfsburg,3,2
293,Bundesliga,Germany,2018/2019,2018-12-18,RB Leipzig,Eintracht Frankfurt,2,2
294,Bundesliga,Germany,2018/2019,2018-12-23,RB Leipzig,Borussia Monchengladbach,2,1
295,Bundesliga,Germany,2018/2019,2018-11-16,RB Leipzig,Stuttgart,0,2
296,Bundesliga,Germany,2018/2019,2019-01-23,RB Leipzig,Hoffenheim,1,1
297,Bundesliga,Germany,2018/2019,2018-11-13,RB Leipzig,Mainz,2,0
298,Bundesliga,Germany,2018/2019,2018-12-14,Bayer Leverkusen,Bayern Munich,0,1
299,Bundesliga,Germany,2018/2019,2019-04-16,Bayer Leverkusen,Borussia Dortmund,2,2
300,Bundesliga,Germany,2018/2019,2019-04-08,Bayer Leverkusen,RB Leipzig,0,0
301,Bundesliga,Germany,2018/2019,2018-12-07,Bayer Leverkusen,Wolfsburg,3,3
302,Bundesliga,Germany,2018/2019,2018-08-27,Bayer Leverkusen,Eintracht Frankfurt,0,0
303,Bundesliga,Germany,2018/2019,2018-09-17,Bayer Leverkusen,Borussia Monchengladbach,0,2
304,Bundesliga,Germany,2018/2019,2019-03-05,Bayer Leverkusen,Stuttgart,0,2
305,Bundesliga,Germany,2018/2019,2018-12-20,Bayer Leverkusen,Hoffenheim,1,0
306,Bundesliga,Germany,2018/2019,2018-08-23,Bayer Leverkusen,Mainz,2,3
307,Bundesliga,Germany,2018/2019,2018-08-02,Wolfsburg,Bayern Munich,2,0
308,Bundesliga,Germany,2018/2019,2019-01-18,Wolfsburg,Borussia Dortmund,0,1
309,Bundesliga,Germany,2018/2019,2018-10-06,Wolfsburg,RB Leipzig,0,2
310,Bundesliga,Germany,2018/2019,2018-12-13,Wolfsburg,Bayer Leverkusen,3,4
311,Bundesliga,Germany,2018/2019,2018-10-22,Wolfsburg,Eintracht Frankfurt,3,3
312,Bundesliga,Germany,2018/2019,2019-03-15,Wolfsburg,Borussia Monchengladbach,2,0
313,Bundesliga,Germany,2018/2019,2019-03-07,Wolfsburg,Stuttgart,2,3
314,Bundesliga,Germany,2018/2019,2018-08-05,Wolfsburg,Hoffenheim,3,1
315,Bundesliga,Germany,2018/2019,2018-09-27,Wolfsburg,Mainz,3,1
316,Bundesliga,Germany,2018/2019,2018-09-08,Eintracht Frankfurt,Bayern Munich,1,1
317,Bundesliga,Germany,2018/2019,2018-10-16,Eintracht Frankfurt,Borussia Dortmund,2,1
318,Bundesliga,Germany,2018/2019,2018-08-19,Eintracht Frankfurt,RB Leipzig,1,0
319,Bundesliga,Germany,2018/2019,2019-02-06,Eintracht Frankfurt,Bayer Leverkusen,3,2
320,Bundesliga,Germany,2018/2019,2018-10-15,Eintracht Frankfurt,Wolfsburg,1,1
321,Bundesliga,Germany,2018/2019,2019-03-09,Eintracht Frankfurt,Borussia Monchengladbach,2,3
322,Bundesliga,Germany,2018/2019,2018-10-05,Eintracht Frankfurt,Stuttgart,1,0
323,Bundesliga,Germany,2018/2019,2018-08-22,Eintracht Frankfurt,Hoffenheim,0,2
324,Bundesliga,Germany,2018/2019,2019-01-05,Eintracht Frankfurt,Mainz,1,2
325,Bundesliga,Germany,2018/2019,2019-02-03,Borussia Monchengladbach,Bayern Munich,1,0
326,Bundesliga,Germany,2018/2019,2018-08-21,Borussia Monchengladbach,Borussia Dortmund,2,1
327,Bundesliga,Germany,2018/2019,2019-01-31,Borussia Monchengladbach,RB Leipzig,1,1
328,Bundesliga,Germany,2018/2019,2018-11-16,Borussia Monchengladbach,Bayer Leverkusen,0,1
329,Bundesliga,Germany,2018/2019,2018-12-06,Borussia Monchengladbach,Wolfsburg,2,1
330,Bundesliga,Germany,2018/2019,2018-09-22,Borussia Monchengladbach,Eintracht Frankfurt,3,0
331,Bundesliga,Germany,2018/2019,2019-01-29,Borussia Monchengladbach,Stuttgart,5,0
332,Bundesliga,Germany,2018/2019,2019-02-25,Borussia Monchengladbach,Hoffenheim,2,2
333,Bundesliga,Germany,2018/2019,2018-10-19,Borussia Monchengladbach,Mainz,1,2
334,Bundesliga,Germany,2018/2019,2018-11-30,Stuttgart,Bayern Munich,0,1
335,Bundesliga,Germany,2018/2019,2018-10-23,Stuttgart,Borussia Dortmund,1,2
336,Bundesliga,Germany,2018/2019,2018-10-30,Stuttgart,RB Leipzig,0,0
337,Bundesliga,Germany,2018/2019,2019-02-28,Stuttgart,Bayer Leverkusen,2,0
